"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","102/3609","297/14366",0.000211265956771819,0.0137487185394793,0.0116050347434908,"ERRFI1/PIK3CD/MTOR/RAP1GAP/SFN/ATP5IF1/TGFBR3/F3/PYGO2/VASH2/TGFB2/ADAM17/XDH/RTN4/TGFA/ITGA4/STAT1/FZD7/NRP2/PTPRN/PPARG/IFT57/GATA2/IL12A/TP63/CLDN1/KDR/EPGN/EREG/AREG/FGF2/FBXW7/VEGFC/ISL1/FGF1/BMP6/PPARD/GJA1/TNFAIP3/TWIST1/HOXA5/EGFR/DLX6/PTN/SFRP1/SNAI2/EYA1/PEX2/OSR2/HAS2/CDKN2B/TGFBR1/NR4A3/GATA3/JCAD/NRP1/ALOX5/TCF7L2/PAX6/MDK/VEGFB/CCND1/YAP1/WNT10B/RB1/EDNRB/TINF2/PRKD1/SIX1/SIX4/HIF1A/ZFP36L1/PGF/AKT1/THBS1/SMAD3/PDPK1/NUPR1/NOD2/CDH3/CDH13/WFDC1/NF1/STAT5A/GRN/ITGB3/NOG/SOX9/PTPRM/UHRF1/TGFB1/FUT1/BMP2/ID1/SRSF6/TBX1/HMOX1/PDGFB/WDR13/MAGED1/ATP7A/APLN",102
"GO:0043542","GO:0043542","endothelial cell migration","73/3609","200/14366",0.000213503990971437,0.0137487185394793,0.0116050347434908,"PLEKHG5/PIK3CD/EPHA2/S100A2/EFNA1/AGT/ADAM17/DPP4/FAP/NRP2/PPARG/FSTL1/GATA2/PLXND1/KDR/FGF2/FBXW7/VEGFC/PLK2/FGF1/EDN1/HDAC9/PTN/LOXL2/STC1/ANGPT1/CCN3/ANXA1/TGFBR1/KLF4/ABL1/GATA3/JCAD/NRP1/MMRN2/PIK3C2A/LPXN/CORO1B/ETS1/HDAC7/P2RX4/SCARB1/PRKD1/HIF1A/RHOJ/LGMN/AKT1/THBS1/DNAJA4/PDPK1/EMP2/CDH13/NF1/JUP/STAT5A/GRN/ITGB3/MAP3K3/PTPRM/GIPC1/GPI/TGFB1/FUT1/ANGPT4/RIN2/ID1/HMOX1/CARD10/SH3BP1/PDGFB/TMSB4X/SRPX2/MECP2",73
"GO:0048880","GO:0048880","sensory system development","108/3609","318/14366",0.000227773814688951,0.0145082016747528,0.0122461001741806,"GNB1/MFN2/EPHA2/MFAP2/EPHB2/CLIC4/PHACTR4/BCAR3/PYGO2/PBX1/IGFN1/TGFB2/WNT9A/ZNF513/MERTK/DLX1/COL5A2/MTERF4/THRB/RARB/TGFBR2/MITF/CRYBG3/MYH15/P2RY12/PRKCI/SKIL/CLCN2/PROM1/BMPR1B/PITX2/BBS7/FGF2/SPRY1/LPCAT1/NIPBL/ISL1/PDGFRB/SH3PXD2B/FOXC1/BMP6/USP45/CITED2/TWIST1/ABCB5/GLI3/SEMA3A/TSPAN12/PTN/HIPK2/RP1/OSR2/TOPORS/TDRD7/TGFBR1/KLF4/PBX3/SLC25A25/COL5A1/GATA3/VIM/RAB18/NRP1/ZDHHC16/RRM1/TUB/PAX6/WT1/PLAAT3/MYO7A/CRYAB/NECTIN1/TULP3/ATP2B1/ATP8A2/FREM2/POU4F1/SLITRK6/RPGRIP1/SALL2/HIF1A/RHOJ/TTLL5/MEIS2/LCTL/SMAD3/NR2E3/STRA6/ALDH1A3/SOX8/ITGAM/NKD1/HSF4/MAF/CTNS/NF1/LHX1/TBX2/SOX9/JMJD6/LAMA1/PTPRM/SPRED3/SMG9/BLOC1S3/TBC1D20/TGIF2/CHRDL1",108
"GO:0072073","GO:0072073","kidney epithelium development","47/3609","117/14366",0.000234288527735641,0.0145378793110544,0.0122711505088278,"PBX1/AGT/KIF26B/STAT1/RARB/ROBO2/PROM1/PKD2/FGF2/SPRY1/ADAMTS16/FOXD1/FGF1/FOXC1/GLI3/PODXL/SFRP1/EYA1/EXT1/GATA3/DCHS1/WT1/YAP1/PTPRO/SIX1/SIX4/FMN1/MYO1E/SMAD6/SMAD3/IQGAP1/SOX8/SALL1/LHX1/WNK4/HOXB7/NOG/PECAM1/SOX9/SMAD2/SMAD7/SMAD4/BMP2/SDC4/LAMA5/LIF/MAGED1",47
"GO:0007423","GO:0007423","sensory organ development","148/3609","457/14366",0.000235744496221832,0.0145378793110544,0.0122711505088278,"GNB1/MFN2/EPHA2/MFAP2/EPHB2/CLIC4/PHACTR4/MCOLN3/BCAR3/COL11A1/PYGO2/PBX1/PRRX1/IGFN1/MAPKAPK2/KCNK2/USH2A/TGFB2/WNT9A/ZNF513/OTX1/MERTK/MYO7B/DLX1/COL5A2/GBX2/MTERF4/THRB/RARB/TGFBR2/LRIG1/MITF/CRYBG3/MYH15/GATA2/PLS1/ZIC1/PRKCI/SKIL/CLCN2/PROM1/CHRNA9/KIT/BMPR1B/LEF1/PITX2/BBS7/FGF2/SPRY1/LPCAT1/NIPBL/ADGRV1/PDGFRB/SH3PXD2B/FOXC1/BMP6/EDN1/DDR1/TBX18/USP45/SOBP/EYA4/CITED2/TWIST1/ABCB5/HOXA2/GLI3/EGFR/DLX6/TSPAN12/PTN/HIPK2/INSIG1/FZD3/RP1/EYA1/ESRP1/OSR2/FZD6/CTHRC1/BNC2/TOPORS/TDRD7/TGFBR1/KLF4/PBX3/SLC25A25/COL5A1/GATA3/VIM/RAB18/NRP1/ZDHHC16/RRM1/DCHS1/TUB/PAX6/WT1/PLAAT3/MYO7A/CRYAB/NECTIN1/TULP3/WNT10B/ATP2B1/GJB2/ATP8A2/FREM2/SLITRK6/RPGRIP1/SALL2/SIX1/SIX4/HIF1A/RHOJ/TTLL5/MEIS2/ADAM10/LCTL/SMAD3/NR2E3/STRA6/ALDH1A3/SOX8/NKD1/HSF4/MAF/CTNS/NF1/LHX1/FZD2/NOG/TBX2/SOX9/JMJD6/LAMA1/PTPRM/TTC39C/SPRED3/SMG9/BLOC1S3/TBC1D20/BMP2/TGIF2/SDC4/TBX1/MAPK1/CHRDL1",148
"GO:0001658","GO:0001658","branching involved in ureteric bud morphogenesis","23/3609","46/14366",0.000238874331176247,0.0145378793110544,0.0122711505088278,"PBX1/AGT/PKD2/FGF2/ADAMTS16/FOXD1/FGF1/GLI3/EYA1/DCHS1/WT1/SIX1/SIX4/SOX8/SALL1/LHX1/HOXB7/NOG/SOX9/SMAD4/BMP2/LAMA5/MAGED1",23
"GO:0072659","GO:0072659","protein localization to plasma membrane","92/3609","264/14366",0.000239112603227003,0.0145378793110544,0.0122711505088278,"RER1/VAMP3/EPHA2/EPHB2/LDLRAP1/RAP1A/PDZK1/ATP1B1/EFR3B/EHD3/PKDCC/TTC7A/ASB3/VAMP5/KCNIP3/GORASP2/TMBIM1/PID1/STAC/GORASP1/ZDHHC23/RAB7A/PLS1/PRKCI/TNIK/GAK/NSG1/KCNIP4/DAB2/PIK3R1/SQSTM1/NHLRC1/TPBG/MRAP2/STX7/AFDN/EGFR/DPP6/ZDHHC2/ANK1/IKBKB/STXBP1/KIF5B/TSPAN15/SORBS1/ZFYVE27/PKP3/CD81/DCHS1/ZDHHC5/STX3/EHD1/PPFIA1/PICALM/RDX/TAMALIN/KRT18/MMP14/LGALS3/PRKCH/AKAP5/RAB15/AKT1/MYO5A/WDR72/RAB8B/PTPN9/SLC9A3R2/RAB26/PDPK1/EMP2/GGA2/VPS35/CDH1/ZDHHC7/ARHGAP44/FLOT2/STAC2/JUP/NSF/ITGA3/EPB41L3/RAB31/ROCK1/CDH2/RAB8A/PLEKHF1/TGFB1/MYADM/PRNP/LAMA5/GGA1",92
"GO:0016082","GO:0016082","synaptic vesicle priming","12/3609","18/14366",0.000240644077333152,0.0145378793110544,0.0122711505088278,"SV2A/SNAP47/SNCA/STXBP5/STX1A/UNC13B/STXBP1/SNAP23/STX1B/UNC13A/NAPA/SNAP29",12
"GO:0090174","GO:0090174","organelle membrane fusion","41/3609","99/14366",0.000267399931876917,0.0158992199602463,0.0134202325477272,"VAMP3/ATP13A2/STX12/SEC22B/SNAPIN/SNAP47/YIPF4/DYSF/FER1L5/TGFBRAP1/ARL8B/RAB7A/VPS8/USO1/SNCA/SEPTIN8/YIPF5/STX7/STX11/STX1A/ANXA1/STXBP1/PIP4K2A/KIF5B/STX3/VPS11/VAMP1/EEA1/STXBP6/CHP1/VPS39/SNAP23/RAB8B/PRRT2/CORO1A/STX1B/PIP4K2B/PLEKHM1/SPHK1/RAB8A/SNAP29",41
"GO:0014909","GO:0014909","smooth muscle cell migration","32/3609","72/14366",0.000270892317827258,0.0158992199602463,0.0134202325477272,"DOCK7/AGT/PLXNA1/TERT/ITGA2/PDGFRB/DDR1/PPARD/PDGFA/SERPINE1/DOCK4/CCN3/HAS2/CCN4/NR4A3/NRP1/PRKG1/PLAU/PARVA/MDK/CORO1B/GSTP1/NOX4/SORL1/SEMA6D/IQGAP1/NDRG4/ITGB3/ACE/ADAMTS1/PDGFB/ATP7A",32
"GO:0034329","GO:0034329","cell junction assembly","123/3609","371/14366",0.000271317746761883,0.0158992199602463,0.0134202325477272,"AGRN/CLSTN1/EPHA2/RCC2/EPHB2/SLC9A1/TESK2/PATJ/ADGRL2/AMIGO1/RAP1A/IGFN1/PKP1/AGT/DNER/PDCD6IP/ROBO2/GAP43/HEG1/PLXND1/RYK/CLDN1/IL1RAP/APOD/WDR1/KDR/SNCA/GRID2/CDH10/CDH6/ITGA2/APC/CTNNA1/PCDHB5/PCDHB6/PCDHB16/PCDHB9/PCDHB11/PCDHB13/MDGA1/ADGRF1/TPBG/GJA1/AFDN/THBS2/FSCN1/CLDN4/PPP1R9A/DLC1/SFRP1/IKBKB/SNAI2/SDCBP/MTDH/ABL1/RAPGEF1/NRP1/DLG5/SORBS1/COL17A1/PKP3/DCHS1/PTPRJ/CTTN/NECTIN1/KIRREL3/JAM3/CLSTN3/PTPRO/AMIGO2/HDAC7/CORO1C/GJB2/POU4F1/SLITRK6/SLITRK5/FARP1/MMP14/AJUBA/CDH24/FERMT2/SIX1/SIX4/PRKCH/FLRT2/GABRB3/FMN1/THBS1/SMAD3/CORO2B/NPTN/PEAK1/IQGAP1/PDPK1/TAOK2/VPS35/CDH1/FLCN/JUP/DUSP3/GJC1/ACE/PECAM1/ITGB4/ACTG1/EPB41L3/ROCK1/CDH2/SMAD7/DAPK3/PTPRS/PRKACA/SDC4/PARD6B/ARVCF/SH3BP1/NLGN4X/GPM6B/IL1RAPL1/OPHN1/SRPX2/SLITRK4/MECP2",123
"GO:0072006","GO:0072006","nephron development","49/3609","124/14366",0.000277755170998925,0.0159798050779701,0.0134882529300128,"PBX1/NUP133/AGT/NID1/KIF26B/STAT1/COL4A4/SEC61A1/PROM1/PKD2/FGF2/ADAMTS16/FOXD1/FGF1/PDGFRB/FOXC1/GLI3/PODXL/EYA1/ANGPT1/EXT1/GATA3/PLCE1/DCHS1/WT1/YAP1/KIRREL3/PTPRO/SIX1/SIX4/FMN1/MYO1E/IQGAP1/SOX8/SALL1/LHX1/WNK4/HOXB7/ITGA3/NOG/PECAM1/SOX9/SMAD4/SERPINB7/BMP2/LAMA5/LIF/PDGFB/MAGED1",49
"GO:0042060","GO:0042060","wound healing","116/3609","347/14366",0.00027814677780767,0.0159798050779701,0.0134882529300128,"MTOR/EPHB2/PAFAH2/CCN1/F3/PEAR1/USF1/TGFB2/ADAM17/TGFA/DYSF/FER1L5/MERTK/IL1A/FAP/TFPI/FZD7/DGKD/ARL8B/TGFBR2/PROS1/DCBLD2/GATA2/PLSCR1/P2RY12/RAP2B/CLDN1/TXK/KDR/EREG/PPP3CA/NDNF/FGF2/ITGA2/IL6ST/HMGCR/F2R/F2RL1/LOX/SLC12A2/FGF1/PDGFRB/F12/EDN1/DDR1/PPARD/MAPK14/GJA1/MAP3K5/TNFAIP3/PDGFA/GLI3/EGFR/CLDN4/CD36/SERPINE1/FZD6/EXT1/CCN4/KANK1/ANXA1/GNAQ/SYK/TGFBR1/STXBP1/COL5A1/ALOX5/PRKG1/PLAU/MYOF/SMPD1/SAA1/CD59/CORO1B/YAP1/MCAM/ST3GAL4/ETS1/ADIPOR2/DGKA/ERBB3/SCARB1/DGKH/AJUBA/FERMT2/HIF1A/ITPK1/SERPINA1/THBS1/TYRO3/RAB27A/SMAD3/ABAT/CDH3/PLCG2/WFDC1/NF1/ITGA2B/ITGB3/NOG/EVPL/ACTG1/SMAD2/SERPINB2/AXL/TGFB1/BLOC1S3/FERMT1/THBD/MYL9/SRSF6/SDC4/HPS4/HMOX1/PDGFB/FBLN1",116
"GO:0043388","GO:0043388","positive regulation of DNA binding","25/3609","52/14366",0.000284999120928907,0.0162145130936252,0.0136863655518133,"PARK7/NGF/PYHIN1/CALM2/PPARG/ISL1/ITGA2/IRF4/FOXC1/TWIST1/HIPK2/KLF4/GATA3/TRIM6/PAX6/MMP8/RB1/POU4F1/CALM1/SIRT2/TGFB1/CALM3/MMP9/H1-0/EP300",25
"GO:0045761","GO:0045761","regulation of adenylate cyclase activity","14/3609","23/14366",0.000295582235369038,0.0166549221082939,0.0140581065182096,"CAP1/GNAI2/CACNA1D/GPR87/NPFFR2/ADGRV1/CAP2/GABBR2/STIM1/ORAI1/EDNRB/AKAP5/NF1/TIMP2",14
"GO:0010506","GO:0010506","regulation of autophagy","103/3609","303/14366",0.000302491153679075,0.0167214752248908,0.0141142827522475,"PARK7/MTOR/VPS13D/ATP13A2/RRAGC/PLK3/PRKAA2/ELAPOR1/DRAM2/SEC22B/GBA/UBQLN4/IFI16/GPR137B/DAPL1/ATG16L1/BOK/ATG7/FYCO1/ATP6V1A/GSK3B/USP13/HTT/UCHL1/KDR/SNCA/MFSD8/FBXW7/SLC25A4/TRIML2/PLK2/VDAC1/ATP6V0E1/TFEB/ATP6V1B2/LZTS1/ATP6V1H/MTDH/ATP6V1C1/UBQLN1/DAPK1/ATP6V1G1/GOLGA2/ABL1/PIP4K2A/WAC/DEPP1/PSAP/TRIM8/TRIM6/EIF4G2/PIK3C2A/GPR137/TPCN2/CTTN/SESN3/CASP1/ATM/PAFAH1B2/FEZ1/DDIT3/PIP4K2C/HSPB8/TRIM13/PRKD1/HIF1A/SPTLC2/AKT1/NEDD4/NUPR1/PYCARD/VPS35/NOD2/ATP6V0D1/FLCN/PIP4K2B/ORMDL3/ATP6V0A1/MAPT/OSBPL7/MTCL1/ROCK1/RMC1/NPC1/RNF152/DAPK3/KEAP1/PRKACA/RAB8A/CERS1/PLEKHF1/SIRT2/EEF1A2/ATP6V1E1/FBXO7/HMOX1/EP300/SREBF2/TSPO/MTMR8/MID2/MAGEA3/MAGEA6",103
"GO:0033692","GO:0033692","cellular polysaccharide biosynthetic process","26/3609","55/14366",0.00030426303196327,0.0167214752248908,0.0141142827522475,"MTOR/ACADM/HS2ST1/PPP1CB/PER2/GBE1/GSK3B/GYG1/NHLRC1/ENPP1/PPP1R3B/EXT1/HAS2/PPP1R3C/SORBS1/EXT2/AKT1/SELENOS/B3GNT9/HAS3/B3GNT3/GYS1/B4GALT5/PPP1R3D/GYG2/PPP1R3F",26
"GO:0001819","GO:0001819","positive regulation of cytokine production","123/3609","372/14366",0.000306609300291351,0.0167214752248908,0.0141142827522475,"TNFRSF14/PARK7/PIK3CD/EPHB2/LAPTM5/KPNA6/PDE4B/IL12RB2/F3/POLR3C/S100A13/PYHIN1/IFI16/DENND1B/CHI3L1/MAPKAPK2/CD46/AGT/ADAM17/EIF2AK3/IL1A/STAT1/CASP8/RFTN1/MYD88/SETD2/CD200/HEG1/IL12A/IL1RAP/TXK/KIT/EREG/PTGER4/ISL1/IL6ST/PDE4D/PIK3R1/F2R/F2RL1/POLR3G/TSLP/IRF1/CSF1R/G3BP1/HAVCR2/IRF4/BTN3A2/HLA-E/LTB/AGPAT1/HLA-DPB1/MAPK14/CARD11/TWIST1/CD36/SERPINE1/LPL/CLU/LY96/IL7/ANXA1/SYK/NR4A3/TRIM32/ABL1/AGPAT2/GATA3/HK1/AFAP1L2/ADAM8/CD81/TRIM6/SAA1/MDK/PTPRJ/FADD/PANX1/MMP8/CASP1/SORL1/TIRAP/C3AR1/CLEC9A/DDIT3/IRAK3/LUM/OAS1/OAS2/P2RX7/IL17D/PIBF1/NFATC4/HIF1A/TMED10/BATF/RASGRP1/THBS1/SMAD3/CD276/FURIN/GPRC5B/PYCARD/NOD2/PLCG2/SLC7A5/DHX33/NLRP1/TMEM106A/SPHK1/GATA6/MALT1/SERPINB7/EBI3/TGFB1/POU2F2/SPHK2/NLRP2/FERMT1/PLCB1/IL17RA/HMOX1/PANX2",123
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","69/3609","189/14366",0.000311022075266481,0.0167214752248908,0.0141142827522475,"RCC2/SLC9A1/CCN1/NID1/EMILIN1/FZD7/CCDC80/GSK3B/APOD/KDR/NDNF/CCL28/PIK3R1/RASA1/NEDD9/CARMIL1/DDR1/CD36/SERPINE1/PTN/DLC1/SFRP1/HAS2/KANK1/CDKN2A/TESK1/ABL1/RSU1/NRP1/PLAU/HSD17B12/MDK/PTPRJ/PTPRO/CORO1C/MMP14/FERMT2/FMN1/THBS1/ONECUT1/SMAD3/CORO2B/PEAK1/IQGAP1/EMP2/CDH13/FOXF1/MINK1/NF1/JUP/DUSP3/ITGA3/UNC13D/ACTG1/P4HB/ROCK1/ONECUT2/DAPK3/FUT1/MYADM/FERMT1/RIN2/STK4/SDC4/CASS4/RAC2/PDGFB/FBLN1/GPM6B",69
"GO:0048771","GO:0048771","tissue remodeling","52/3609","134/14366",0.000311030853159231,0.0167214752248908,0.0141142827522475,"EPHA2/NCDN/CTSK/ELF3/AGT/GPR137B/IL1A/TMBIM1/INPP5D/MITF/PPP3CA/F2R/CSF1R/FOXC1/GJA1/TNFAIP3/GPNMB/HOXA3/EGFR/PTN/SFRP1/IL7/TMEM64/CTHRC1/EXT1/TNFRSF11B/SYK/LIPA/ADAM8/TPP1/MDK/GPR137/LTBP3/P2RX7/MMP14/HIF1A/CSPG4/NOL3/NF1/PLEKHM1/ITGB3/ACE/ROCK1/TNFRSF11A/ACP5/AXL/TGFB1/TGM2/LIF/RAC2/ATP7A/ATP6AP1",52
"GO:0001704","GO:0001704","formation of primary germ layer","43/3609","106/14366",0.000329640437458566,0.0173983643423725,0.0146856321258862,"EPHA2/WLS/COL11A1/LAMB3/ITGA4/COL5A2/FZD7/EOMES/SETD2/LEF1/ITGA2/FOXC1/GJA1/SOX7/EYA1/KLF4/COL5A1/EXT2/MMP8/ITGA7/HMGA2/TXNRD1/COL4A2/MMP14/SMAD3/MMP15/FOXF1/LHX1/WNT3/ITGB3/ITGA3/NOG/PRKAR1A/ITGB4/GATA6/LAMA3/SMAD2/PRKACA/GPI/MMP9/ETS2/ITGB2/COL6A1",43
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","43/3609","106/14366",0.000329640437458566,0.0173983643423725,0.0146856321258862,"PIK3CD/AGT/ADAM17/NRP2/GATA2/KDR/FGF2/VEGFC/PLK2/FGF1/EDN1/HDAC9/ANGPT1/ANXA1/ABL1/GATA3/JCAD/NRP1/PIK3C2A/ETS1/HDAC7/P2RX4/SCARB1/PRKD1/HIF1A/RHOJ/LGMN/AKT1/THBS1/PDPK1/STAT5A/GRN/ITGB3/MAP3K3/GPI/TGFB1/FUT1/ANGPT4/RIN2/HMOX1/PDGFB/TMSB4X/SRPX2",43
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","64/3609","173/14366",0.00033252846524671,0.0173983643423725,0.0146856321258862,"JUN/TGFBR3/FMOD/TGFB2/ADAM17/EMILIN1/LTBP1/TGFBRAP1/ZEB2/PPARG/TGFBR2/VEPH1/SKIL/RASL11B/SPRY1/HPGD/SNX25/DAB2/NREP/LOX/CITED2/LATS1/ITGB8/COL1A2/HIPK2/SDCBP/CDKN2B/TGFBR1/BAMBI/DKK3/LPXN/LTBP3/FOLR1/CHST11/SMAD9/MIR17HG/FERMT2/LTBP2/FOS/THBS1/ONECUT1/SMAD6/SMAD3/FURIN/PDPK1/TGFB1I1/FLCN/ITGA3/SMURF2/SMAD2/SMAD7/SMAD4/ONECUT2/PIN1/GIPC1/SPRED3/TGFB1/FERMT1/BMP2/ID1/DUSP15/SLC2A10/EP300/USP9X",64
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","77/3609","216/14366",0.000340156348210373,0.0176271920610126,0.0148787812995686,"JUN/TGFBR3/FMOD/TGFB2/ADAM17/EMILIN1/LTBP1/TGFBRAP1/ZEB2/DLX1/PPARG/TGFBR2/VEPH1/SKIL/CLDN1/RASL11B/SPRY1/HPGD/SNX25/DAB2/NREP/LOX/NR3C1/EDN1/FYN/CITED2/LATS1/ITGB8/COL1A2/HIPK2/SFRP1/SDCBP/CDKN2B/TGFBR1/BAMBI/ANKRD1/DKK3/SOX6/LPXN/LTBP3/FOLR1/NOX4/PDE3A/CHST11/SMAD9/MIR17HG/COL4A2/FERMT2/ZFP36L1/LTBP2/FOS/THBS1/ONECUT1/SMAD6/SMAD3/FURIN/PDPK1/TGFB1I1/FLCN/ITGA3/SMURF2/SOX9/SMAD2/SMAD7/SMAD4/ONECUT2/PIN1/GIPC1/SPRED3/TGFB1/FERMT1/BMP2/ID1/DUSP15/SLC2A10/EP300/USP9X",77
"GO:0003013","GO:0003013","circulatory system process","151/3609","471/14366",0.000342918070811508,0.0176271920610126,0.0148787812995686,"MTOR/AGTRAP/HTR1D/SLC9A1/PPCS/SLC2A1/CYP2J2/PDE4B/ATP1A1/NOS1AP/RGS4/ATP1B1/RGS2/ADORA1/TGFB2/AGT/ID2/WDR35/FKBP1B/EHD3/CALM2/ASB3/SLC1A4/TBC1D8/STAT1/PER2/HRH1/PPARG/THRB/GNAI2/CACNA1D/HEG1/MME/SHOX2/NMU/ABCG2/RAP1GDS1/GUCY1B1/VEGFC/ADAMTS16/SLC1A3/ISL1/PDE4D/HMGCR/F2R/F2RL1/ERAP1/KCNN2/SLC12A2/SGCD/NKX2-5/HRH2/FOXC1/BMP6/EDN1/PPARD/TBX18/BVES/FYN/GJA1/CCN2/SGK1/RPS6KA2/EGFR/CD36/CACNA2D1/SEMA3A/COL1A2/DOCK4/KCNH2/STC1/FABP5/ANGPT1/EXT1/TJP2/PCSK5/SLC27A4/CELF2/PRKG1/KCNMA1/RNLS/HTR7/MYOF/GSTO1/ADM/PIK3C2A/EXT2/PTPRJ/VEGFB/SLC29A2/GRK2/KCNE3/NOX4/ARHGAP42/YAP1/C3AR1/PTPRO/PDE3A/SPX/KCNJ8/SLC2A13/SLC38A2/SLC4A8/KCNMB4/ATP2B1/P2RX4/EDNRB/SLC7A8/FERMT2/GCH1/CALM1/AKT1/SMAD3/CORO2B/ANPEP/ABAT/EMP2/E2F4/SLC7A5/ATP2A3/JUP/GJC1/HOXB2/ABCC3/SCPEP1/TBX2/ACE/ROCK1/DSG2/SMAD7/NEDD4L/PRKACA/KLF2/TGFB1/DMPK/CALM3/TRPM4/MKKS/ADA/SLC2A10/NTSR1/HMOX1/PLA2G6/PDGFB/CYB5R3/ADM2/SLC16A2/APLN/AVPR2/MECP2/TAFAZZIN",151
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","29/3609","64/14366",0.000346481411860438,0.017655487595671,0.0149026650282123,"PARK7/AGT/XDH/PID1/TGFBR2/GNAI2/SNCA/CLCN3/F2RL1/PDGFRB/MAPK14/EGFR/CD36/SYK/AKR1C3/GSTP1/NOX4/MMP8/THBS1/RAB27A/ITGAM/PLCG2/MAPT/GRB2/TGFB1/CBR1/ITGB2/PDGFB/TSPO",29
"GO:0030278","GO:0030278","regulation of ossification","40/3609","97/14366",0.000351112530990958,0.0177372364793708,0.0149716677234711,"CCN1/PBX1/TGFB2/PKDCC/ACVR2A/CCR1/BMPR1B/ANKH/NIPBL/PTGER4/ADGRV1/BMP6/MAPK14/RUNX2/ENPP1/TWIST1/PTN/SFRP1/OSR2/ALOX5/SRGN/MDK/LTBP3/MGP/WNT10B/CYP27B1/ATP2B1/P2RX7/HIF1A/SMAD6/SMAD3/RFLNB/SOX9/SMAD7/TGFB1/TRPM4/BMP2/MAPK1/GPM6B/BCOR",40
"GO:0030198","GO:0030198","extracellular matrix organization","90/3609","260/14366",0.000358869357951496,0.0179741404922715,0.0151716339452459,"VWA1/CCN1/COL11A1/ADAMTSL4/CTSK/ELF3/FMOD/LAMB3/TGFB2/AGT/NID1/EMILIN1/DPP4/FAP/COL5A2/COL4A4/CRTAP/CCDC80/PTX3/ADAMTS3/NDNF/ADAMTS16/LOX/TGFBI/SPINK5/SH3PXD2B/FOXC1/DDR1/CCN2/FSCN1/AEBP1/COL1A2/DNAJB6/LOXL2/EXT1/TNFRSF11B/COL14A1/HAS2/TGFBR1/COL27A1/OLFML2A/ABL1/COL5A1/COL13A1/LOXL4/KAZALD1/COL17A1/ADAM8/WT1/HSD17B12/LTBP3/MMP8/MMP1/MPZL3/ETS1/ADAMTS20/LUM/NTN4/MMP17/RB1/COL4A2/MMP14/NID2/FLRT2/FBLN5/WDR72/ADAM10/MYO1E/SMAD3/THSD4/FURIN/MMP15/HAS3/CRISPLD2/FOXF1/NF1/SOX9/COL5A3/TGFB1/FERMT1/BMP2/MMP9/SLC2A10/ADAMTS1/MMP11/FBLN1/GPM6B/ATP7A/COL4A6/COL4A5",90
"GO:0036293","GO:0036293","response to decreased oxygen levels","97/3609","284/14366",0.000370526653405955,0.0184007304149059,0.0155317104759552,"GNB1/MTOR/AGTRAP/PLOD1/HP1BP3/SLC9A1/OPRD1/SLC2A1/PLK3/TGFBR3/USF1/ATP1B1/ADORA1/MDM4/KCNK2/TGFB2/CAPN2/ADAM17/DPP4/SCN2A/PDK1/VHL/TGFBR2/CPEB2/NDNF/VEGFC/TERT/ITGA2/EDN1/PPARD/CCN2/CITED2/TWIST1/AQP1/KCND2/PTN/HIPK2/LOXL2/STC1/SFRP1/UBQLN1/ALAD/SLC2A8/PLAU/KCNMA1/ANKRD1/ADAM8/ADM/VEGFB/NOX4/CASP1/CARD16/CRYAB/HYOU1/CBL/ETS1/APOLD1/ITPR2/SLC11A2/HSP90B1/MMP14/AJUBA/HIF1A/ZFP36L1/PGF/AKT1/THBS1/SMAD3/CPEB1/HMOX2/ABAT/NOL3/ALKBH5/NF1/CYGB/P4HB/GATA6/SMAD4/PMAIP1/PIN1/WTIP/RYR1/SIRT2/XRCC1/ANGPT4/BMP2/TM9SF4/ADA/S100B/HMOX1/EP300/ATP7A/AIFM1/MECP2/ND4/ND5/CYTB",97
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","46/3609","116/14366",0.000383319607499288,0.018559161291788,0.0156654389994812,"TGFBR3/ADAM17/EMILIN1/LTBP1/ZEB2/DLX1/PPARG/VEPH1/SKIL/RASL11B/SPRY1/SNX25/DAB2/NREP/LOX/CITED2/LATS1/HIPK2/SDCBP/CDKN2B/BAMBI/DKK3/FOLR1/CHST11/MIR17HG/THBS1/ONECUT1/SMAD6/SMAD3/PDPK1/TGFB1I1/FLCN/ITGA3/SMURF2/SMAD2/SMAD7/SMAD4/ONECUT2/PIN1/GIPC1/SPRED3/TGFB1/FERMT1/BMP2/SLC2A10/EP300",46
"GO:0050931","GO:0050931","pigment cell differentiation","17/3609","31/14366",0.000384146577965884,0.018559161291788,0.0156654389994812,"ZEB2/MITF/USP13/KIT/ENPP1/RAB32/GLI3/RAB38/ADAMTS20/CD63/EDNRB/OCA2/RAB27A/AP3D1/BLOC1S3/HPS4/SOX10",17
